Id,producto_id,sucursal_id,cliente_id,fecha_entrega,cantidad,total_venta,metodo_pago
1580,84,42,155,2024-06-11,1,47.25,e
1581,32,19,66,2024-06-10,2,157.50,e
1582,138,1,168,2024-06-07,3,210.75,e
1583,127,27,101,2024-06-06,1,55.25,e
1584,160,17,69,2024-06-03,2,135.50,e
1585,74,40,91,2024-06-02,3,272.25,e
1586,125,6,49,2024-05-30,2,131.00,e
1587,150,23,61,2024-05-29,1,55.25,e
1588,136,14,86,2024-05-26,2,135.50,e
1589,142,33,37,2024-05-25,3,210.75,e
1590,45,47,147,2024-06-11,1,47.25,e
1591,178,22,23,2024-06-10,2,157.50,e
1592,184,35,103,2024-06-07,3,210.75,e
1593,12,10,85,2024-06-06,1,55.25,e
1594,8,37,142,2024-06-03,2,135.50,e
1595,87,46,125,2024-06-02,3,272.25,e
1596,48,8,150,2024-05-30,2,131.00,e
1597,27,25,104,2024-05-29,1,55.25,e
1598,89,3,179,2024-05-26,2,135.50,e
1599,115,41,83,2024-05-25,3,210.75,e
1600,154,13,47,2024-06-11,1,47.25,e
1601,122,21,112,2024-06-10,2,157.50,e
1602,128,36,136,2024-06-07,3,210.75,e
1603,44,11,79,2024-06-06,1,55.25,e
1604,70,30,80,2024-06-03,2,135.50,e
1605,91,2,28,2024-06-02,3,272.25,e
1606,100,29,31,2024-05-30,2,131.00,e
1607,96,24,140,2024-05-29,1,55.25,e
1608,135,4,90,2024-05-26,2,135.50,e
1609,82,34,165,2024-05-25,3,210.75,e
1610,101,18,39,2024-06-11,1,47.25,e
1611,137,7,112,2024-06-10,2,157.50,e
1612,78,32,168,2024-06-07,3,210.75,e
1613,125,15,115,2024-06-06,1,55.25,e
1614,84,43,39,2024-06-03,2,135.50,e
1615,49,5,10,2024-06-02,3,272.25,e
1616,102,20,22,2024-05-30,2,131.00,e
1617,109,12,87,2024-05-29,1,55.25,e
1618,5,44,59,2024-05-26,2,135.50,e
1619,159,26,164,2024-05-25,3,210.75,e
1620,176,16,36,2024-06-11,1,47.25,e
1621,118,38,148,2024-06-10,2,157.50,e
1622,14,9,52,2024-06-07,3,210.75,e
1623,88,5,15,2024-06-06,1,55.25,e
1624,121,28,101,2024-06-03,2,135.50,e
1625,45,45,59,2024-06-02,3,272.25,e
1626,111,31,28,2024-05-30,2,131.00,e
1627,117,1,123,2024-05-29,1,55.25,e
1628,180,38,178,2024-05-26,2,135.50,e
1629,77,25,82,2024-05-25,3,210.75,e
1630,89,2,17,2024-06-11,1,47.25,e
1631,5,30,143,2024-06-10,2,157.50,e
1632,128,25,83,2024-06-07,3,210.75,e
1633,173,8,34,2024-06-06,1,55.25,e
1634,32,48,96,2024-06-03,2,135.50,e
1635,179,6,53,2024-06-02,3,272.25,e
1636,63,23,21,2024-05-30,2,131.00,e
1637,26,14,40,2024-05-29,1,55.25,e
1638,116,36,95,2024-05-26,2,135.50,e
1639,78,11,178,2024-05-25,3,210.75,e
1640,37,4,76,2024-06-11,1,47.25,e
