Id,producto_id,sucursal_id,cliente_id,fecha_entrega,cantidad,total_venta,metodo_pago
51,54,32,112,2024-05-07,3,225.00,t
52,189,18,78,2024-05-14,2,120.50,e
53,97,37,191,2024-05-09,1,35.75,t
54,16,44,10,2024-05-06,2,90.00,e
55,125,10,198,2024-05-11,3,255.25,t
56,68,27,33,2024-05-10,1,40.50,e
57,150,14,166,2024-05-13,2,125.00,t
58,38,40,129,2024-05-16,1,50.25,e
59,23,25,44,2024-05-15,3,205.00,t
60,194,4,77,2024-05-12,1,45.50,e
61,85,47,13,2024-05-17,2,120.75,t
62,162,22,112,2024-05-14,1,65.00,e
63,46,39,145,2024-05-19,3,255.25,t
64,11,13,10,2024-05-16,2,105.00,e
65,176,30,69,2024-05-09,1,55.75,t
66,132,5,122,2024-05-12,3,270.00,e
67,28,24,188,2024-05-19,2,130.25,t
68,78,3,95,2024-05-16,1,60.00,e
69,181,50,154,2024-05-14,2,95.75,t
70,7,8,31,2024-05-13,1,35.00,e
71,149,35,22,2024-05-10,3,205.50,t
72,36,46,110,2024-05-07,2,125.00,e
73,55,2,77,2024-05-06,1,60.75,t
74,117,29,155,2024-05-13,3,245.00,e
75,199,16,199,2024-05-16,2,105.50,t
76,92,42,66,2024-05-19,1,80.00,e
77,145,44,37,2024-05-15,3,295.25,t
78,21,7,53,2024-05-14,2,115.00,e
79,163,24,133,2024-05-11,1,50.25,t
80,72,19,101,2024-05-18,2,135.50,e
81,99,50,155,2024-05-17,1,75.00,t
82,14,10,188,2024-05-08,3,210.25,e
83,171,36,109,2024-05-07,2,95.00,t
84,33,16,37,2024-05-12,1,40.50,e
85,91,41,57,2024-05-09,3,180.00,t
86,110,26,176,2024-05-14,2,120.25,e
87,168,4,23,2024-05-13,1,55.00,t
88,49,43,168,2024-05-10,2,125.50,e
89,2,20,77,2024-05-17,1,60.25,t
90,130,37,123,2024-05-16,3,295.00,e
91,51,11,112,2024-05-07,3,225.00,t
92,188,27,78,2024-05-14,2,120.50,e
93,98,37,191,2024-05-09,1,35.75,t
94,17,44,10,2024-05-06,2,90.00,e
95,126,10,198,2024-05-11,3,255.25,t
96,69,27,33,2024-05-10,1,40.50,e
97,151,14,166,2024-05-13,2,125.00,t
98,39,40,129,2024-05-16,1,50.25,e
99,24,25,44,2024-05-15,3,205.00,t
100,195,4,77,2024-05-12,1,45.50,e
101,86,47,13,2024-05-17,2,120.75,t
102,163,22,112,2024-05-14,1,65.00,e
103,47,39,145,2024-05-19,3,255.25,t
104,12,13,10,2024-05-16,2,105.00,e
105,177,30,69,2024-05-09,1,55.75,t
106,133,5,122,2024-05-12,3,270.00,e
107,29,24,188,2024-05-19,2,130.25,t
108,79,3,95,2024-05-16,1,60.00,e
109,182,50,154,2024-05-14,2,95.75,t
110,8,8,31,2024-05-13,1,35.00,e
111,150,35,22,2024-05-10,3,205.50,t
112,37,46,110,2024-05-07,2,125.00,e
113,56,2,77,2024-05-06,1,60.75,t
114,118,29,155,2024-05-13,3,245.00,e
115,200,16,199,2024-05-16,2,105.50,t
116,93,42,66,2024-05-19,1,80.00,e
117,146,44,37,2024-05-15,3,295.25,t
118,22,7,53,2024-05-14,2,115.00,e
119,164,24,133,2024-05-11,1,50.25,t
120,73,19,101,2024-05-18,2,135.50,e
121,100,50,155,2024-05-17,1,75.00,t
122,15,10,188,2024-05-08,3,210.25,e
123,172,36,109,2024-05-07,2,95.00,t
124,34,16,37,2024-05-12,1,40.50,e
125,92,41,57,2024-05-09,3,180.00,t
126,111,26,176,2024-05-14,2,120.25,e
127,169,4,23,2024-05-13,1,55.00,t
128,50,43,168,2024-05-10,2,125.50,e
129,3,20,77,2024-05-17,1,60.25,t
130,131,37,123,2024-05-16,3,295.00,e
