Id,producto_id,sucursal_id,cliente_id,fecha_entrega,cantidad,total_venta,metodo_pago
611,16,32,112,2024-05-14,2,120.00,t
612,198,18,78,2024-05-21,1,60.00,e
613,106,37,191,2024-05-16,3,210.75,t
614,25,44,10,2024-05-12,2,90.00,e
615,136,10,198,2024-05-17,1,30.25,t
616,80,27,33,2024-05-16,2,120.00,e
617,163,14,166,2024-05-13,1,85.00,t
618,51,40,129,2024-05-21,3,180.50,e
619,36,25,44,2024-05-20,1,55.75,t
620,207,4,77,2024-05-17,2,95.00,e
621,99,47,13,2024-05-22,1,60.00,t
622,176,22,112,2024-05-19,2,110.25,e
623,65,39,145,2024-05-24,1,40.50,t
624,24,13,10,2024-05-21,3,270.00,e
625,197,30,69,2024-05-14,2,115.75,t
626,141,5,122,2024-05-17,1,75.00,e
627,40,24,188,2024-05-24,2,135.50,t
628,89,3,95,2024-05-21,1,50.25,e
629,194,50,154,2024-05-19,3,205.00,t
630,19,8,31,2024-05-18,1,45.50,e
631,162,35,22,2024-05-15,2,120.75,t
632,51,46,110,2024-05-12,1,65.00,e
633,65,2,77,2024-05-11,3,255.25,t
634,129,29,155,2024-05-18,2,105.00,e
635,211,16,199,2024-05-21,1,55.75,t
636,104,42,66,2024-05-24,3,180.00,e
637,157,44,37,2024-05-21,2,120.25,t
638,33,7,53,2024-05-20,1,65.00,e
639,196,23,133,2024-05-17,3,255.25,t
640,85,19,101,2024-05-14,2,105.00,e
641,112,50,155,2024-05-13,1,70.50,t
642,30,10,188,2024-05-16,2,120.75,e
643,183,36,109,2024-05-15,1,60.00,t
644,46,15,37,2024-05-22,3,270.00,e
645,108,41,57,2024-05-19,2,115.75,t
646,125,26,176,2024-05-18,1,50.25,e
647,172,3,23,2024-05-23,2,135.50,t
648,61,48,168,2024-05-20,1,75.00,e
649,17,20,77,2024-05-19,3,180.00,t
650,140,37,123,2024-05-14,2,120.25,e
651,65,32,112,2024-05-14,2,150.00,t
652,198,18,78,2024-05-21,1,45.50,e
653,107,37,191,2024-05-16,3,210.75,t
654,26,44,10,2024-05-12,2,90.00,e
655,137,10,198,2024-05-17,1,30.25,t
656,81,27,33,2024-05-16,2,120.00,e
657,164,14,166,2024-05-13,1,85.00,t
658,52,40,129,2024-05-21,3,180.50,e
659,37,25,44,2024-05-20,1,55.75,t
660,208,4,77,2024-05-17,2,95.00,e
661,100,47,13,2024-05-22,1,60.00,t
662,177,22,112,2024-05-19,2,110.25,e
663,66,39,145,2024-05-24,1,40.50,t
664,25,13,10,2024-05-21,3,270.00,e
665,198,30,69,2024-05-14,2,115.75,t
666,142,5,122,2024-05-17,1,75.00,e
667,41,24,188,2024-05-24,2,135.50,t
668,90,3,95,2024-05-21,1,50.25,e
669,195,50,154,2024-05-19,3,205.00,t
670,20,8,31,2024-05-18,1,45.50,e
671,163,35,22,2024-05-15,2,120.75,t
672,52,46,110,2024-05-12,1,65.00,e
673,66,2,77,2024-05-11,3,255.25,t
674,130,29,155,2024-05-18,2,105.00,e
675,212,16,199,2024-05-21,1,55.75,t
676,105,42,66,2024-05-24,3,180.00,e
677,158,44,37,2024-05-21,2,120.25,t
678,34,7,53,2024-05-20,1,65.00,e
679,197,23,133,2024-05-17,3,255.25,t
680,86,19,101,2024-05-14,2,105.00,e
681,113,50,155,2024-05-13,1,70.50,t
682,31,10,188,2024-05-16,2,120.75,e
683,184,36,109,2024-05-15,1,60.00,t
684,47,15,37,2024-05-22,3,270.00,e
685,109,41,57,2024-05-19,2,115.75,t
686,126,26,176,2024-05-18,1,50.25,e
687,173,3,23,2024-05-23,2,135.50,t
688,62,48,168,2024-05-20,1,75.00,e
