Id,producto_id,sucursal_id,cliente_id,fecha_entrega,cantidad,total_venta,metodo_pago
131,57,33,112,2024-05-08,2,150.00,t
132,190,19,78,2024-05-15,1,45.50,e
133,98,36,191,2024-05-10,3,210.75,t
134,17,45,10,2024-05-17,2,90.00,e
135,126,12,198,2024-05-12,1,30.25,t
136,69,2,33,2024-05-11,2,120.00,e
137,152,29,166,2024-05-08,1,85.00,t
138,39,7,122,2024-05-13,3,180.50,e
139,24,43,55,2024-05-16,1,55.75,t
140,196,6,134,2024-05-15,2,95.00,e
141,87,23,191,2024-05-17,1,60.00,t
142,163,17,78,2024-05-10,2,110.25,e
143,32,49,88,2024-05-13,1,40.50,t
144,182,9,198,2024-05-08,3,270.00,e
145,73,35,33,2024-05-07,2,115.75,t
146,195,15,166,2024-05-14,1,75.00,e
147,128,41,129,2024-05-16,2,135.50,t
148,38,26,44,2024-05-09,1,50.25,e
149,15,3,77,2024-05-12,3,205.00,t
150,94,48,13,2024-05-11,1,70.50,e
151,113,21,112,2024-05-18,2,120.75,t
152,184,38,145,2024-05-15,1,65.00,e
153,54,11,10,2024-05-19,3,255.25,t
154,9,16,69,2024-05-16,2,105.00,e
155,170,33,122,2024-05-10,1,45.50,t
156,27,42,188,2024-05-13,3,180.00,e
157,64,2,95,2024-05-20,2,130.25,t
158,135,28,199,2024-05-17,1,55.00,e
159,180,7,154,2024-05-15,2,95.75,t
160,42,19,31,2024-05-14,1,35.00,e
161,19,36,22,2024-05-11,3,205.50,t
162,101,45,110,2024-05-08,2,125.00,e
163,149,12,77,2024-05-07,1,60.75,t
164,200,28,199,2024-05-14,3,245.00,e
165,50,6,167,2024-05-17,2,105.50,t
166,8,43,66,2024-05-20,1,80.00,e
167,8,43,66,2024-05-20,1,80.00,e
168,148,44,37,2024-05-16,3,295.25,t
169,23,7,53,2024-05-15,2,115.00,e
170,185,23,133,2024-05-12,1,50.25,t
171,61,17,101,2024-05-19,2,135.50,e
172,82,49,155,2024-05-18,1,75.00,t
173,29,9,188,2024-05-09,3,210.25,e
174,174,35,109,2024-05-08,2,95.00,t
175,35,15,37,2024-05-13,1,40.50,e
176,95,41,57,2024-05-10,3,180.00,t
177,113,26,176,2024-05-15,2,120.25,e
178,160,3,23,2024-05-14,1,55.00,t
179,47,48,168,2024-05-11,2,125.50,e
180,4,21,77,2024-05-18,1,60.25,t
181,133,38,123,2024-05-17,3,295.00,e
182,52,33,112,2024-05-08,2,150.00,t
183,191,19,78,2024-05-15,1,45.50,e
184,100,36,191,2024-05-10,3,210.75,t
185,18,45,10,2024-05-17,2,90.00,e
186,127,12,198,2024-05-12,1,30.25,t
187,70,2,33,2024-05-11,2,120.00,e
188,153,29,166,2024-05-08,1,85.00,t
189,40,7,122,2024-05-13,3,180.50,e
190,25,43,55,2024-05-16,1,55.75,t
191,197,6,134,2024-05-15,2,95.00,e
192,88,23,191,2024-05-17,1,60.00,t
193,164,17,78,2024-05-10,2,110.25,e
194,33,49,88,2024-05-13,1,40.50,t
195,183,9,198,2024-05-08,3,270.00,e
196,74,35,33,2024-05-07,2,115.75,t
197,196,15,166,2024-05-14,1,75.00,e
198,129,41,129,2024-05-16,2,135.50,t
199,40,26,44,2024-05-09,1,50.25,e
200,16,3,77,2024-05-12,3,205.00,t
201,95,48,13,2024-05-11,1,70.50,e
202,114,21,112,2024-05-18,2,120.75,t
203,185,38,145,2024-05-15,1,65.00,e
204,53,11,10,2024-05-19,3,255.25,t
205,10,16,69,2024-05-16,2,105.00,e
206,177,33,122,2024-05-10,1,45.50,t
207,28,42,188,2024-05-13,3,180.00,e
208,65,2,95,2024-05-20,2,130.25,t
209,136,28,199,2024-05-17,1,55.00,e
210,181,7,154,2024-05-15,2,95.75,t
211,43,19,31,2024-05-14,1,35.00,e
212,20,36,22,2024-05-11,3,205.50,t
213,102,45,110,2024-05-08,2,125.00,e
214,150,12,77,2024-05-07,1,60.75,t
215,201,28,199,2024-05-14,3,245.00,e
216,51,6,167,2024-05-17,2,105.50,t
