Id,producto_id,sucursal_id,cliente_id,fecha_entrega,cantidad,total_venta,metodo_pago
1135,31,19,112,2024-06-02,1,60.00,e
1136,191,33,56,2024-06-01,3,270.00,t
1137,22,14,197,2024-05-29,2,115.75,e
1138,196,47,163,2024-05-28,1,65.00,t
1139,87,31,56,2024-05-25,3,255.25,e
1140,4,2,21,2024-05-24,2,110.25,t
1141,145,30,99,2024-05-21,1,50.25,e
1142,45,1,88,2024-05-20,2,135.50,t
1143,184,19,112,2024-05-17,1,75.00,e
1144,111,33,56,2024-05-16,3,270.00,t
1145,93,14,197,2024-06-03,2,115.75,e
1146,16,47,163,2024-06-02,1,65.00,t
1147,37,31,56,2024-05-30,3,255.25,e
1148,173,2,21,2024-05-29,2,110.25,t
1149,135,30,99,2024-05-26,1,50.25,e
1150,52,1,88,2024-05-25,2,135.50,t
1151,206,19,112,2024-05-22,1,75.00,e
1152,127,33,56,2024-05-21,3,270.00,t
1153,169,14,197,2024-05-18,2,115.75,e
1154,48,47,163,2024-05-17,1,65.00,t
1155,85,31,56,2024-06-03,3,255.25,e
1156,14,2,21,2024-06-02,2,110.25,t
1157,112,30,99,2024-05-30,1,50.25,e
1158,193,1,88,2024-05-29,2,135.50,t
1159,171,19,112,2024-05-26,1,75.00,e
1160,95,33,56,2024-05-25,3,270.00,t
1161,11,14,197,2024-05-22,2,115.75,e
1162,18,47,163,2024-05-21,1,65.00,t
1163,82,31,56,2024-05-18,3,255.25,e
1164,90,2,21,2024-05-17,2,110.25,t
1165,50,30,99,2024-05-14,1,50.25,e
1166,175,1,88,2024-06-03,2,135.50,t
1167,7,19,112,2024-06-02,1,75.00,e
1168,156,33,56,2024-05-30,3,270.00,t
1169,135,14,197,2024-05-29,2,115.75,e
1170,28,47,163,2024-05-26,1,65.00,t
1171,148,31,56,2024-05-25,3,255.25,e
1172,81,2,21,2024-05-22,2,110.25,t
1173,192,30,99,2024-05-21,1,50.25,e
1174,115,1,88,2024-05-18,2,135.50,t
1175,69,19,112,2024-05-17,1,75.00,e
1176,13,33,56,2024-06-04,3,270.00,t
1177,153,14,197,2024-06-03,2,115.75,e
1178,75,47,163,2024-06-02,1,65.00,t
1179,119,31,56,2024-05-31,3,255.25,e
1180,83,2,21,2024-05-30,2,110.25,t
1181,39,30,99,2024-05-27,1,50.25,e
1182,172,1,88,2024-05-26,2,135.50,t
1183,42,19,112,2024-05-23,1,75.00,e
1184,60,33,56,2024-05-22,3,270.00,t
1185,106,14,197,2024-05-19,2,115.75,e
1186,20,47,163,2024-05-18,1,65.00,t
1187,163,31,56,2024-05-15,3,255.25,e
1188,99,2,21,2024-05-14,2,110.25,t
1189,28,30,99,2024-06-01,1,50.25,e
1190,173,1,88,2024-05-31,2,135.50,t
