Id,producto_id,sucursal_id,cliente_id,fecha_entrega,cantidad,total_venta,metodo_pago
886,199,50,154,2024-05-23,3,205.00,t
887,26,8,31,2024-05-22,1,45.50,e
888,138,35,22,2024-05-19,2,120.75,t
889,58,46,110,2024-05-16,1,65.00,e
890,71,2,77,2024-05-15,3,255.25,t
891,136,29,155,2024-05-22,2,105.00,e
892,218,16,199,2024-05-25,1,55.75,t
893,111,42,66,2024-05-28,3,180.00,e
894,164,44,37,2024-05-25,2,120.25,t
895,40,7,53,2024-05-24,1,65.00,e
896,203,23,133,2024-05-21,3,255.25,t
897,92,19,101,2024-05-18,2,105.00,e
898,119,50,155,2024-05-17,1,70.50,t
899,37,10,188,2024-05-20,2,120.75,e
900,190,36,109,2024-05-19,1,60.00,t
901,53,15,37,2024-05-26,3,270.00,e
902,115,41,57,2024-05-23,2,115.75,t
903,132,26,176,2024-05-22,1,50.25,e
904,179,3,23,2024-05-27,2,135.50,t
905,68,48,168,2024-05-24,1,75.00,e
906,23,20,77,2024-05-23,3,180.00,t
907,144,37,123,2024-05-18,2,120.25,e
908,70,32,112,2024-05-18,2,150.00,t
909,203,18,78,2024-05-25,1,45.50,e
910,112,37,191,2024-05-20,3,210.75,t
911,31,44,10,2024-05-16,2,90.00,e
912,142,10,198,2024-05-21,1,30.25,t
913,87,27,33,2024-05-20,2,120.00,e
914,170,14,166,2024-05-17,1,85.00,t
915,58,40,129,2024-05-25,3,180.50,e
916,43,25,44,2024-05-24,1,55.75,t
917,214,4,77,2024-05-21,2,95.00,e
918,106,47,13,2024-05-26,1,60.00,t
919,183,22,112,2024-05-23,2,110.25,e
920,71,39,145,2024-05-28,1,40.50,t
921,31,13,10,2024-05-25,3,270.00,e
922,203,30,69,2024-05-18,2,115.75,t
923,148,5,122,2024-05-21,1,75.00,e
924,47,24,188,2024-05-28,2,135.50,t
925,96,3,95,2024-05-25,1,50.25,e
926,199,50,154,2024-05-23,3,205.00,t
927,27,8,31,2024-05-22,1,45.50,e
928,168,35,22,2024-05-19,2,120.75,t
929,59,46,110,2024-05-16,1,65.00,e
930,72,2,77,2024-05-15,3,255.25,t
931,137,29,155,2024-05-22,2,105.00,e
932,219,16,199,2024-05-25,1,55.75,t
933,112,42,66,2024-05-28,3,180.00,e
934,165,44,37,2024-05-25,2,120.25,t
935,41,7,53,2024-05-24,1,65.00,e
936,204,23,133,2024-05-21,3,255.25,t
937,93,19,101,2024-05-18,2,105.00,e
938,120,50,155,2024-05-17,1,70.50,t
939,38,10,188,2024-05-20,2,120.75,e
940,191,36,109,2024-05-19,1,60.00,t
941,54,15,37,2024-05-26,3,270.00,e
942,116,41,57,2024-05-23,2,115.75,t
943,133,26,176,2024-05-22,1,50.25,e
944,180,3,23,2024-05-27,2,135.50,t
945,69,48,168,2024-05-24,1,75.00,e
946,24,20,77,2024-05-23,3,180.00,t
947,145,37,123,2024-05-18,2,120.25,e
948,71,32,112,2024-05-18,2,150.00,t
949,204,18,78,2024-05-25,1,45.50,e
950,113,37,191,2024-05-20,3,210.75,t
951,32,44,10,2024-05-16,2,90.00,e
952,143,10,198,2024-05-21,1,30.25,t
953,88,27,33,2024-05-20,2,120.00,e
954,171,14,166,2024-05-17,1,85.00,t
955,59,40,129,2024-05-25,3,180.50,e
956,44,25,44,2024-05-24,1,55.75,t
957,215,4,77,2024-05-21,2,95.00,e
958,107,47,13,2024-05-26,1,60.00,t
959,184,22,112,2024-05-23,2,110.25,e
960,72,39,145,2024-05-28,1,40.50,t
