Id,producto_id,sucursal_id,cliente_id,fecha_entrega,cantidad,total_venta,metodo_pago
1777,55,19,126,2024-06-15,2,131.00,t
1778,117,34,96,2024-06-14,1,55.25,t
1779,149,6,23,2024-06-11,3,210.75,t
1780,85,21,137,2024-06-10,2,135.50,t
1781,130,37,81,2024-06-07,1,55.25,t
1782,131,12,72,2024-06-06,3,210.75,t
1783,157,29,19,2024-06-03,2,131.00,t
1784,144,8,156,2024-06-02,1,55.25,t
1785,13,23,52,2024-05-30,3,210.75,t
1786,175,46,197,2024-05-29,2,135.50,t
1787,66,10,114,2024-06-15,1,55.25,t
1788,110,26,53,2024-06-14,3,210.75,t
1789,59,3,17,2024-06-11,2,135.50,t
1790,46,41,91,2024-06-10,1,55.25,t
1791,150,16,41,2024-06-07,3,210.75,t
1792,64,31,163,2024-06-06,2,131.00,t
1793,116,18,102,2024-06-03,1,55.25,t
1794,138,45,141,2024-06-02,3,210.75,t
1795,66,14,32,2024-05-30,2,131.00,t
1796,160,39,127,2024-05-29,1,55.25,t
1797,74,22,9,2024-06-15,3,210.75,t
1798,27,7,51,2024-06-14,2,135.50,t
1799,193,32,149,2024-06-11,1,55.25,t
1800,129,17,37,2024-06-10,3,210.75,t
1801,32,4,76,2024-06-07,2,131.00,t
1802,84,27,116,2024-06-06,1,55.25,t
1803,12,2,154,2024-06-03,3,210.75,t
1804,35,47,86,2024-06-02,2,131.00,t
1805,92,13,88,2024-05-30,1,55.25,t
1806,11,36,74,2024-05-29,3,210.75,t
1807,167,11,12,2024-06-15,2,135.50,t
1808,103,28,58,2024-06-14,1,55.25,t
1809,158,5,31,2024-06-11,3,210.75,t
1810,178,40,129,2024-06-10,2,135.50,t
1811,63,15,27,2024-06-07,1,55.25,t
1812,125,42,180,2024-06-06,3,210.75,t
1813,37,19,15,2024-06-03,2,131.00,t
1814,111,35,81,2024-06-02,1,55.25,t
1815,198,1,183,2024-05-30,3,210.75,t
1816,8,24,59,2024-05-29,2,135.50,t
1817,38,9,34,2024-06-15,1,55.25,t
1818,63,20,174,2024-06-14,3,210.75,t
1819,193,33,130,2024-06-11,2,135.50,t
1820,59,6,53,2024-06-10,1,55.25,t
1821,64,22,169,2024-06-07,3,210.75,t
1822,19,14,145,2024-06-06,2,131.00,t
1823,132,30,81,2024-06-03,1,55.25,t
1824,42,38,193,2024-06-02,3,210.75,t
1825,71,25,74,2024-05-30,2,131.00,t
1826,101,4,11,2024-05-29,1,55.25,t
1827,93,17,40,2024-06-15,3,210.75,t
1828,167,42,108,2024-06-14,2,135.50,t
1829,69,37,47,2024-06-11,1,55.25,t
1830,77,12,114,2024-06-10,3,210.75,t
1831,146,29,81,2024-06-07,2,131.00,t
1832,12,6,128,2024-06-06,1,55.25,t
1833,121,31,55,2024-06-03,3,210.75,t
1834,184,16,189,2024-06-02,2,131.00,t
1835,125,45,87,2024-05-30,1,55.25,t
1836,145,14,68,2024-05-29,3,210.75,t
1837,40,39,130,2024-06-15,2,135.50,t
1838,95,8,83,2024-06-14,1,55.25,t
1839,136,21,8,2024-06-11,3,210.75,t
1840,81,46,65,2024-06-10,2,135.50,t
1841,113,10,129,2024-06-07,1,55.25,t
1842,24,25,12,2024-06-06,3,210.75,t
1843,78,3,23,2024-06-03,2,131.00,t
1844,131,48,181,2024-06-02,1,55.25,t
1845,189,7,84,2024-05-30,3,210.75,t
1846,58,20,73,2024-05-29,2,135.50,t
1847,87,35,149,2024-06-15,1,55.25,t
1848,104,2,18,2024-06-14,3,210.75,t
1849,175,27,138,2024-06-11,2,135.50,t
1850,39,13,76,2024-06-10,1,55.25,t
