Id,producto_id,sucursal_id,cliente_id,fecha_entrega,cantidad,total_venta,metodo_pago
1727,72,18,28,2024-06-14,2,120.00,e
1728,131,4,177,2024-06-13,1,55.25,e
1729,103,39,30,2024-06-10,3,210.75,e
1730,164,16,75,2024-06-09,2,135.50,e
1731,57,10,72,2024-06-06,1,55.25,e
1732,96,36,101,2024-06-05,3,210.75,e
1733,141,23,139,2024-06-02,2,131.00,e
1734,92,13,94,2024-06-01,1,55.25,e
1735,49,28,151,2024-05-29,3,210.75,e
1736,109,5,4,2024-05-28,2,135.50,e
1737,178,33,60,2024-06-14,1,55.25,e
1738,28,8,24,2024-06-13,3,210.75,e
1739,105,42,72,2024-06-10,2,135.50,e
1740,157,15,43,2024-06-09,1,55.25,e
1741,98,40,158,2024-06-06,3,210.75,e
1742,27,21,36,2024-06-05,2,131.00,e
1743,56,3,85,2024-06-02,1,55.25,e
1744,123,45,178,2024-06-01,3,210.75,e
1745,167,14,84,2024-05-29,2,135.50,e
1746,73,37,38,2024-05-28,1,55.25,e
1747,33,25,81,2024-06-14,3,210.75,e
1748,120,1,161,2024-06-13,2,135.50,e
1749,191,26,112,2024-06-10,1,55.25,e
1750,23,7,8,2024-06-09,3,210.75,e
1751,145,44,119,2024-06-06,2,131.00,e
1752,41,17,77,2024-06-05,1,55.25,e
1753,85,32,136,2024-06-02,3,210.75,e
1754,118,19,90,2024-06-01,2,131.00,e
1755,178,46,63,2024-05-29,1,55.25,e
1756,6,2,33,2024-05-28,3,210.75,e
1757,12,20,115,2024-06-14,2,135.50,e
1758,151,9,15,2024-06-13,1,55.25,e
1759,138,34,128,2024-06-10,3,210.75,e
1760,31,11,173,2024-06-09,2,135.50,e
1761,129,38,147,2024-06-06,1,55.25,e
1762,52,12,45,2024-06-05,3,210.75,e
1763,87,27,76,2024-06-02,2,131.00,e
1764,55,6,31,2024-06-01,1,55.25,e
1765,80,30,57,2024-05-29,3,210.75,e
1766,100,22,153,2024-05-28,2,135.50,e
1767,172,35,101,2024-06-14,1,55.25,e
1768,185,24,24,2024-06-13,3,210.75,e
1769,90,49,73,2024-06-10,2,135.50,e
1770,107,4,18,2024-06-09,1,55.25,e
1771,152,31,115,2024-06-06,3,210.75,e
1772,16,16,46,2024-06-05,2,131.00,e
1773,71,13,7,2024-06-02,1,55.25,e
1774,178,38,165,2024-06-01,3,210.75,e
1775,95,18,22,2024-05-29,2,135.50,e
1776,64,1,121,2024-05-28,1,55.25,e
