Id,producto_id,sucursal_id,cliente_id,fecha_entrega,cantidad,total_venta,metodo_pago
806,198,50,154,2024-05-22,3,205.00,t
807,24,8,31,2024-05-21,1,45.50,e
808,166,35,22,2024-05-18,2,120.75,t
809,56,46,110,2024-05-15,1,65.00,e
810,69,2,77,2024-05-14,3,255.25,t
811,134,29,155,2024-05-21,2,105.00,e
812,216,16,199,2024-05-24,1,55.75,t
813,109,42,66,2024-05-27,3,180.00,e
814,162,44,37,2024-05-24,2,120.25,t
815,38,7,53,2024-05-23,1,65.00,e
816,201,23,133,2024-05-20,3,255.25,t
817,90,19,101,2024-05-17,2,105.00,e
818,117,50,155,2024-05-16,1,70.50,t
819,35,10,188,2024-05-19,2,120.75,e
820,188,36,109,2024-05-18,1,60.00,t
821,51,15,37,2024-05-25,3,270.00,e
822,113,41,57,2024-05-22,2,115.75,t
823,130,26,176,2024-05-21,1,50.25,e
824,177,3,23,2024-05-26,2,135.50,t
825,66,48,168,2024-05-23,1,75.00,e
826,21,20,77,2024-05-22,3,180.00,t
827,143,37,123,2024-05-17,2,120.25,e
828,68,32,112,2024-05-17,2,150.00,t
829,201,18,78,2024-05-24,1,45.50,e
830,110,37,191,2024-05-19,3,210.75,t
831,29,44,10,2024-05-15,2,90.00,e
832,140,10,198,2024-05-20,1,30.25,t
833,85,27,33,2024-05-19,2,120.00,e
834,168,14,166,2024-05-16,1,85.00,t
835,56,40,129,2024-05-24,3,180.50,e
836,41,25,44,2024-05-23,1,55.75,t
837,212,4,77,2024-05-20,2,95.00,e
838,104,47,13,2024-05-25,1,60.00,t
839,181,22,112,2024-05-22,2,110.25,e
840,69,39,145,2024-05-27,1,40.50,t
841,29,13,10,2024-05-24,3,270.00,e
842,201,30,69,2024-05-17,2,115.75,t
843,146,5,122,2024-05-20,1,75.00,e
844,45,24,188,2024-05-27,2,135.50,t
845,94,3,95,2024-05-24,1,50.25,e
846,198,50,154,2024-05-22,3,205.00,t
847,25,8,31,2024-05-21,1,45.50,e
848,167,35,22,2024-05-18,2,120.75,t
849,57,46,110,2024-05-15,1,65.00,e
850,70,2,77,2024-05-14,3,255.25,t
851,135,29,155,2024-05-21,2,105.00,e
852,217,16,199,2024-05-24,1,55.75,t
853,110,42,66,2024-05-27,3,180.00,e
854,163,44,37,2024-05-24,2,120.25,t
855,39,7,53,2024-05-23,1,65.00,e
856,202,23,133,2024-05-20,3,255.25,t
857,91,19,101,2024-05-17,2,105.00,e
858,118,50,155,2024-05-16,1,70.50,t
859,36,10,188,2024-05-19,2,120.75,e
860,189,36,109,2024-05-18,1,60.00,t
861,52,15,37,2024-05-25,3,270.00,e
862,114,41,57,2024-05-22,2,115.75,t
863,131,26,176,2024-05-21,1,50.25,e
864,178,3,23,2024-05-26,2,135.50,t
865,67,48,168,2024-05-23,1,75.00,e
866,22,20,77,2024-05-22,3,180.00,t
867,144,37,123,2024-05-17,2,120.25,e
868,69,32,112,2024-05-17,2,150.00,t
869,202,18,78,2024-05-24,1,45.50,e
870,111,37,191,2024-05-19,3,210.75,t
871,30,44,10,2024-05-15,2,90.00,e
872,141,10,198,2024-05-20,1,30.25,t
873,86,27,33,2024-05-19,2,120.00,e
874,169,14,166,2024-05-16,1,85.00,t
875,57,40,129,2024-05-24,3,180.50,e
876,42,25,44,2024-05-23,1,55.75,t
877,213,4,77,2024-05-20,2,95.00,e
878,105,47,13,2024-05-25,1,60.00,t
879,182,22,112,2024-05-22,2,110.25,e
880,70,39,145,2024-05-27,1,40.50,t
881,30,13,10,2024-05-24,3,270.00,e
882,202,30,69,2024-05-17,2,115.75,t
883,147,5,122,2024-05-20,1,75.00,e
884,46,24,188,2024-05-27,2,135.50,t
885,95,3,95,2024-05-24,1,50.25,e
