Id,producto_id,sucursal_id,cliente_id,fecha_entrega,cantidad,total_venta,metodo_pago
1251,25,37,89,2024-06-03,3,202.50,t
1252,114,23,175,2024-06-02,2,132.50,t
1253,68,6,142,2024-05-31,1,57.75,e
1254,81,44,15,2024-05-30,2,127.00,t
1255,195,11,51,2024-05-27,3,217.50,e
1256,88,41,109,2024-05-26,1,52.75,t
1257,165,9,63,2024-05-23,2,150.50,e
1258,157,46,124,2024-05-22,1,77.25,t
1259,79,15,178,2024-05-19,3,272.50,e
1260,93,33,39,2024-05-18,2,135.00,t
1261,121,16,91,2024-06-05,1,57.75,e
1262,142,2,42,2024-06-04,3,217.50,t
1263,128,35,140,2024-06-01,2,132.50,e
1264,10,21,181,2024-05-31,1,52.75,t
1265,73,7,26,2024-05-28,3,202.50,e
1266,38,32,107,2024-05-27,2,127.00,t
1267,145,5,72,2024-05-24,1,77.25,e
1268,18,36,54,2024-05-23,3,272.50,t
1269,38,13,164,2024-05-20,2,135.00,e
1270,92,3,69,2024-05-19,1,57.75,t
1271,18,39,89,2024-06-06,3,217.50,e
1272,115,25,175,2024-06-05,2,132.50,t
1273,69,12,142,2024-06-02,1,52.75,e
1274,5,47,15,2024-06-01,3,217.50,t
1275,52,33,51,2024-05-29,2,127.00,e
1276,160,8,109,2024-05-28,1,77.25,t
1277,108,34,63,2024-05-25,3,272.50,e
1278,41,10,178,2024-05-24,2,135.00,t
1279,61,26,39,2024-05-21,1,57.75,e
1280,155,4,91,2024-05-20,3,217.50,t
1281,85,31,181,2024-06-07,2,132.50,e
1282,178,17,140,2024-06-06,1,52.75,t
1283,38,1,52,2024-06-03,3,202.50,e
1284,70,28,102,2024-06-02,2,127.00,t
1285,186,43,177,2024-05-31,1,77.25,e
1286,151,19,67,2024-05-30,3,272.50,t
1287,77,14,125,2024-05-27,2,135.00,e
1288,58,45,84,2024-05-26,1,57.75,t
1289,149,20,19,2024-05-23,3,217.50,e
1290,126,38,116,2024-05-22,2,132.50,t
1291,166,22,45,2024-05-19,1,52.75,e
1292,122,6,100,2024-05-18,3,202.50,t
1293,53,18,174,2024-06-06,2,127.00,e
1294,24,24,85,2024-06-05,1,77.25,t
1295,64,9,169,2024-06-02,3,272.50,e
1296,157,44,14,2024-06-01,2,135.00,t
1297,185,11,164,2024-05-29,1,57.75,e
1298,15,41,108,2024-05-28,3,217.50,t
1299,163,1,63,2024-05-25,2,127.00,e
1300,3,36,124,2024-05-24,1,77.25,t
1301,76,5,39,2024-05-21,3,272.50,e
1302,47,13,53,2024-05-20,2,135.00,t
1303,102,3,143,2024-05-17,1,57.75,e
1304,172,39,11,2024-05-16,3,202.50,t
1305,91,25,156,2024-06-07,2,127.00,e
1306,19,21,191,2024-06-06,1,77.25,t
1307,99,7,33,2024-06-03,3,272.50,e
1308,126,32,78,2024-06-02,2,135.00,t
1309,57,5,159,2024-05-30,1,57.75,e
1310,149,16,74,2024-05-29,3,217.50,t
1311,93,2,20,2024-05-26,2,127.00,e
1312,182,35,117,2024-05-25,1,77.25,t
1313,112,8,92,2024-05-22,3,272.50,e
1314,10,32,176,2024-05-21,2,135.00,t
1315,36,7,23,2024-05-18,1,57.75,e
1316,92,34,106,2024-05-17,3,202.50,t
1317,199,10,152,2024-06-07,2,127.00,e
1318,158,26,198,2024-06-06,1,77.25,t
1319,116,4,83,2024-06-03,3,272.50,e
1320,128,28,161,2024-06-02,2,135.00,t
1321,188,43,34,2024-05-31,1,57.75,e
1322,39,19,102,2024-05-30,3,217.50,t
1323,95,14,180,2024-05-27,2,127.00,e
1324,62,40,61,2024-05-26,1,77.25,t
1325,174,16,143,2024-05-23,3,272.50,e
1326,86,22,67,2024-05-22,2,135.00,t
1327,130,6,11,2024-05-19,1,57.75,e
1328,180,18,174,2024-05-18,3,202.50,t
1329,68,24,85,2024-06-07,2,127.00,e
1330,125,9,169,2024-06-06,1,77.25,t
1331,142,44,14,2024-06-03,3,272.50,e
1332,159,11,164,2024-06-02,2,135.00,t
1333,96,35,63,2024-05-31,1,57.75,e
1334,145,1,124,2024-05-30,3,217.50,t
1335,168,33,39,2024-05-27,2,127.00,e
