Id,producto_id,sucursal_id,cliente_id,fecha_entrega,cantidad,total_venta,metodo_pago
1512,64,20,61,2024-06-10,3,225.75,e
1513,28,45,148,2024-06-09,1,55.25,e
1514,47,9,108,2024-06-06,2,131.00,e
1515,146,18,46,2024-06-05,1,47.25,e
1516,137,35,78,2024-06-02,2,157.50,e
1517,72,21,175,2024-06-01,3,210.75,e
1518,109,39,25,2024-05-29,1,55.25,e
1519,23,14,94,2024-05-28,2,135.50,e
1520,147,37,51,2024-05-25,3,272.25,t
1521,58,6,35,2024-05-24,2,120.00,t
1522,112,24,159,2024-05-21,1,62.75,t
1523,110,11,158,2024-05-20,3,225.75,t
1524,133,32,98,2024-06-10,2,131.00,t
1525,146,1,2,2024-06-09,1,55.25,t
1526,21,27,133,2024-06-06,3,272.25,t
1527,99,3,58,2024-06-05,2,120.00,t
1528,124,42,116,2024-06-02,1,62.75,t
1529,180,20,95,2024-06-01,2,157.50,t
1530,11,9,123,2024-05-29,3,210.75,t
1531,53,43,56,2024-05-28,1,55.25,t
1532,137,18,128,2024-05-25,2,135.50,t
1533,113,45,4,2024-05-24,3,272.25,t
1534,128,8,126,2024-06-10,2,120.00,e
1535,13,14,186,2024-06-09,1,47.25,e
1536,61,31,31,2024-06-06,2,157.50,e
1537,30,13,122,2024-06-05,3,210.75,e
1538,168,47,155,2024-06-02,1,55.25,e
1539,96,15,66,2024-06-01,2,135.50,e
1540,148,5,78,2024-05-29,3,272.25,e
1541,133,44,47,2024-05-28,2,131.00,e
1542,7,22,134,2024-05-25,1,55.25,e
1543,81,30,93,2024-05-24,2,157.50,e
1544,148,39,98,2024-06-10,3,210.75,e
1545,82,21,124,2024-06-09,1,47.25,e
1546,32,37,179,2024-06-06,2,135.50,e
1547,98,10,154,2024-06-05,3,272.25,e
1548,179,46,92,2024-06-02,2,120.00,e
1549,52,17,54,2024-06-01,1,62.75,e
1550,3,6,118,2024-05-29,2,131.00,e
1551,99,24,187,2024-05-28,3,225.75,e
1552,144,4,30,2024-05-25,1,55.25,e
1553,11,36,53,2024-05-24,2,157.50,e
1554,52,8,120,2024-06-10,3,210.75,e
1555,67,33,169,2024-06-09,1,55.25,e
1556,68,19,73,2024-06-06,2,135.50,e
1557,133,41,8,2024-06-05,3,272.25,e
1558,106,50,114,2024-06-02,2,120.00,e
1559,119,26,98,2024-06-01,1,62.75,e
1560,150,42,40,2024-05-29,2,131.00,e
1561,48,1,124,2024-05-28,3,225.75,e
1562,101,16,84,2024-05-25,1,55.25,e
1563,33,3,82,2024-05-24,2,157.50,e
1564,106,22,8,2024-06-10,3,210.75,e
1565,30,29,27,2024-06-09,2,120.00,e
1566,72,15,47,2024-06-06,1,62.75,e
1567,179,18,126,2024-06-05,2,131.00,e
1568,153,37,16,2024-06-02,3,272.25,e
1569,137,9,119,2024-06-01,2,135.50,e
1570,157,24,118,2024-05-29,1,47.25,e
1571,69,34,143,2024-05-28,2,157.50,e
1572,84,43,45,2024-05-25,3,210.75,e
1573,54,6,63,2024-05-24,1,55.25,e
1574,57,19,16,2024-06-10,2,135.50,e
1575,71,2,110,2024-06-09,3,272.25,e
1576,33,46,58,2024-06-06,2,120.00,e
1577,113,7,67,2024-06-05,1,62.75,e
1578,158,31,37,2024-06-02,3,210.75,e
1579,135,12,111,2024-06-01,2,131.00,e
