Id,producto_id,sucursal_id,cliente_id,fecha_entrega,cantidad,total_venta,metodo_pago
531,14,32,112,2024-05-13,2,120.00,t
532,197,18,78,2024-05-20,1,60.00,e
533,105,37,191,2024-05-15,3,210.75,t
534,24,44,10,2024-05-11,2,90.00,e
535,134,10,198,2024-05-16,1,30.25,t
536,78,27,33,2024-05-15,2,120.00,e
537,161,14,166,2024-05-12,1,85.00,t
538,49,40,129,2024-05-20,3,180.50,e
539,34,25,44,2024-05-19,1,55.75,t
540,205,4,77,2024-05-16,2,95.00,e
541,97,47,13,2024-05-21,1,60.00,t
542,174,22,112,2024-05-18,2,110.25,e
543,64,39,145,2024-05-23,1,40.50,t
544,22,13,10,2024-05-20,3,270.00,e
545,195,30,69,2024-05-13,2,115.75,t
546,140,5,122,2024-05-16,1,75.00,e
547,38,24,188,2024-05-23,2,135.50,t
548,87,3,95,2024-05-20,1,50.25,e
549,192,50,154,2024-05-18,3,205.00,t
550,17,8,31,2024-05-17,1,45.50,e
551,160,35,22,2024-05-14,2,120.75,t
552,49,46,110,2024-05-11,1,65.00,e
553,64,2,77,2024-05-10,3,255.25,t
554,127,29,155,2024-05-17,2,105.00,e
555,209,16,199,2024-05-20,1,55.75,t
556,102,42,66,2024-05-23,3,180.00,e
557,155,44,37,2024-05-20,2,120.25,t
558,31,7,53,2024-05-19,1,65.00,e
559,194,23,133,2024-05-16,3,255.25,t
560,83,19,101,2024-05-13,2,105.00,e
561,110,50,155,2024-05-12,1,70.50,t
562,28,10,188,2024-05-15,2,120.75,e
563,181,36,109,2024-05-14,1,60.00,t
564,44,15,37,2024-05-21,3,270.00,e
565,106,41,57,2024-05-18,2,115.75,t
566,123,26,176,2024-05-17,1,50.25,e
567,170,3,23,2024-05-22,2,135.50,t
568,59,48,168,2024-05-19,1,75.00,e
569,15,20,77,2024-05-18,3,180.00,t
570,138,37,123,2024-05-13,2,120.25,e
571,64,32,112,2024-05-13,2,150.00,t
572,197,18,78,2024-05-20,1,45.50,e
573,106,37,191,2024-05-15,3,210.75,t
574,25,44,10,2024-05-11,2,90.00,e
575,135,10,198,2024-05-16,1,30.25,t
576,79,27,33,2024-05-15,2,120.00,e
577,162,14,166,2024-05-12,1,85.00,t
578,50,40,129,2024-05-20,3,180.50,e
579,35,25,44,2024-05-19,1,55.75,t
580,206,4,77,2024-05-16,2,95.00,e
581,98,47,13,2024-05-21,1,60.00,t
582,175,22,112,2024-05-18,2,110.25,e
583,65,39,145,2024-05-23,1,40.50,t
584,23,13,10,2024-05-20,3,270.00,e
585,196,30,69,2024-05-13,2,115.75,t
586,141,5,122,2024-05-16,1,75.00,e
587,39,24,188,2024-05-23,2,135.50,t
588,88,3,95,2024-05-20,1,50.25,e
589,193,50,154,2024-05-18,3,205.00,t
590,18,8,31,2024-05-17,1,45.50,e
591,161,35,22,2024-05-14,2,120.75,t
592,50,46,110,2024-05-11,1,65.00,e
593,65,2,77,2024-05-10,3,255.25,t
594,128,29,155,2024-05-17,2,105.00,e
595,210,16,199,2024-05-20,1,55.75,t
596,103,42,66,2024-05-23,3,180.00,e
597,156,44,37,2024-05-20,2,120.25,t
598,32,7,53,2024-05-19,1,65.00,e
599,195,23,133,2024-05-16,3,255.25,t
600,84,19,101,2024-05-13,2,105.00,e
601,111,50,155,2024-05-12,1,70.50,t
602,29,10,188,2024-05-15,2,120.75,e
603,182,36,109,2024-05-14,1,60.00,t
604,45,15,37,2024-05-21,3,270.00,e
605,107,41,57,2024-05-18,2,115.75,t
606,124,26,176,2024-05-17,1,50.25,e
607,171,3,23,2024-05-22,2,135.50,t
608,60,48,168,2024-05-19,1,75.00,e
609,16,20,77,2024-05-18,3,180.00,t
610,139,37,123,2024-05-13,2,120.25,e
