Id,producto_id,sucursal_id,cliente_id,fecha_entrega,cantidad,total_venta,metodo_pago
1388,115,42,62,2024-06-08,2,135.50,e
1389,127,3,34,2024-06-07,1,55.25,e
1390,176,38,108,2024-06-04,3,210.75,e
1391,16,14,39,2024-06-03,2,131.00,e
1392,129,30,66,2024-05-31,1,55.25,e
1393,178,7,73,2024-05-30,2,157.50,e
1394,84,22,28,2024-05-27,3,225.75,e
1395,149,2,91,2024-05-26,1,47.25,e
1396,123,31,155,2024-05-23,2,135.50,e
1397,5,16,14,2024-05-22,1,55.25,e
1398,95,4,176,2024-06-09,3,272.25,t
1399,29,20,22,2024-06-08,2,120.00,t
1400,136,45,149,2024-06-05,1,62.75,t
1401,127,10,79,2024-06-04,3,225.75,t
1402,57,26,95,2024-06-01,2,131.00,t
1403,167,8,86,2024-05-31,1,55.25,t
1404,52,23,177,2024-05-28,3,242.25,t
1405,128,11,50,2024-05-27,2,131.00,t
1406,114,37,50,2024-05-24,1,47.25,t
1407,110,12,7,2024-05-23,2,157.50,t
1408,94,47,139,2024-05-20,3,210.75,t
1409,170,6,60,2024-05-19,1,55.25,t
1410,75,42,30,2024-06-08,2,135.50,e
1411,10,17,141,2024-06-07,1,55.25,e
1412,51,44,74,2024-06-04,3,272.25,e
1413,87,13,72,2024-06-03,2,120.00,e
1414,77,29,89,2024-05-31,1,62.75,e
1415,18,46,113,2024-05-30,3,225.75,e
1416,145,1,21,2024-05-27,2,131.00,e
1417,9,18,141,2024-05-26,1,47.25,e
1418,58,34,17,2024-05-23,2,157.50,e
1419,71,9,52,2024-05-22,3,210.75,e
1420,118,41,155,2024-05-19,1,55.25,e
1421,49,33,158,2024-05-18,2,135.50,e
1422,53,28,21,2024-06-08,3,272.25,e
1423,14,4,117,2024-06-07,2,120.00,e
1424,87,39,28,2024-06-04,1,62.75,e
1425,60,15,186,2024-06-03,3,225.75,e
1426,138,40,34,2024-05-31,2,131.00,e
1427,80,5,76,2024-05-30,1,47.25,e
1428,173,27,11,2024-05-27,2,157.50,e
1429,117,35,167,2024-05-26,3,210.75,e
1430,40,2,127,2024-05-23,1,55.25,e
1431,39,48,4,2024-05-22,2,135.50,e
1432,107,24,74,2024-05-19,3,272.25,e
1433,53,50,147,2024-06-08,2,120.00,e
1434,67,19,6,2024-06-07,1,62.75,e
1435,109,43,155,2024-06-04,2,131.00,e
1436,16,21,165,2024-06-03,3,225.75,e
1437,17,6,50,2024-05-31,1,47.25,e
1438,120,9,110,2024-05-30,2,157.50,e
1439,30,33,55,2024-05-27,3,210.75,e
1440,156,1,15,2024-05-26,1,55.25,e
1441,3,26,159,2024-05-23,2,135.50,e
1442,35,13,106,2024-05-22,3,272.25,e
1443,141,39,112,2024-05-19,1,55.25,e
1444,71,14,10,2024-05-18,2,135.50,e
1445,82,17,191,2024-06-08,3,225.75,e
1446,128,5,179,2024-06-07,2,131.00,e
1447,67,10,16,2024-06-04,1,47.25,e
1448,126,27,74,2024-06-03,2,157.50,e
1449,99,4,101,2024-05-31,3,210.75,e
1450,82,31,99,2024-05-30,1,55.25,e
1451,144,16,32,2024-05-27,2,135.50,e
1452,88,21,118,2024-05-26,3,272.25,e
1453,57,30,162,2024-05-23,2,120.00,e
1454,143,45,101,2024-05-22,1,62.75,e
1455,135,8,29,2024-05-19,3,225.75,e
1456,16,42,179,2024-05-18,2,131.00,e
