Id,producto_id,sucursal_id,cliente_id,fecha_entrega,cantidad,total_venta,metodo_pago
1921,171,18,183,2024-06-05,2,135.50,t
1922,109,2,56,2024-06-04,1,55.25,t
1923,12,29,75,2024-06-01,3,210.75,t
1924,137,45,34,2024-05-31,2,131.00,t
1925,162,6,7,2024-05-28,1,55.25,t
1926,17,14,53,2024-05-27,3,210.75,t
1927,26,39,192,2024-06-05,2,135.50,t
1928,58,15,63,2024-06-04,1,55.25,t
1929,44,31,185,2024-06-01,3,210.75,t
1930,115,46,139,2024-05-31,2,131.00,t
1931,163,7,20,2024-05-28,1,55.25,t
1932,189,32,72,2024-05-27,3,210.75,t
1933,124,19,140,2024-06-05,2,135.50,t
1934,173,4,106,2024-06-04,1,55.25,t
1935,65,33,12,2024-06-01,3,210.75,t
1936,176,48,98,2024-05-31,2,131.00,t
1937,84,16,167,2024-05-28,1,55.25,t
1938,96,41,75,2024-05-27,3,210.75,t
1939,37,10,35,2024-06-05,2,135.50,t
1940,185,36,9,2024-06-04,1,55.25,t
1941,41,11,109,2024-06-01,3,210.75,t
1942,142,28,138,2024-05-31,2,131.00,t
1943,68,3,63,2024-05-28,1,55.25,t
1944,103,42,79,2024-05-27,3,210.75,t
1945,56,19,158,2024-06-05,2,135.50,t
1946,77,5,119,2024-06-04,1,55.25,t
1947,185,30,1,2024-06-01,3,210.75,t
1948,169,25,88,2024-05-31,2,131.00,t
1949,178,43,179,2024-05-28,1,55.25,t
1950,83,12,66,2024-05-27,3,210.75,t
1951,112,39,64,2024-06-05,2,135.50,t
1952,52,4,44,2024-06-04,1,55.25,t
1953,56,21,7,2024-06-01,3,210.75,t
1954,7,46,126,2024-05-31,2,131.00,t
1955,33,10,77,2024-05-28,1,55.25,t
1956,181,15,62,2024-05-27,3,210.75,t
1957,148,20,119,2024-06-05,2,135.50,t
1958,51,44,19,2024-06-04,1,55.25,t
1959,96,9,147,2024-06-01,3,210.75,t
1960,58,24,77,2024-05-31,2,131.00,t
1961,115,8,113,2024-05-28,1,55.25,t
1962,72,38,63,2024-05-27,3,210.75,t
1963,79,1,4,2024-06-05,2,135.50,t
1964,143,26,101,2024-06-04,1,55.25,t
1965,163,33,34,2024-06-01,3,210.75,t
1966,87,6,175,2024-05-31,2,131.00,t
1967,82,21,54,2024-05-28,1,55.25,t
1968,25,47,66,2024-05-27,3,210.75,t
1969,78,22,158,2024-06-05,2,135.50,t
1970,121,37,47,2024-06-04,1,55.25,t
1971,44,3,54,2024-06-01,3,210.75,t
1972,56,31,57,2024-05-31,2,131.00,t
1973,103,48,29,2024-05-28,1,55.25,t
1974,132,16,82,2024-05-27,3,210.75,t
1975,179,11,77,2024-06-05,2,135.50,t
1976,176,38,19,2024-06-04,1,55.25,t
1977,159,6,132,2024-06-01,3,210.75,t
1978,187,29,149,2024-05-31,2,131.00,t
1979,123,14,79,2024-05-28,1,55.25,t
1980,149,40,141,2024-05-27,3,210.75,t
