Id,producto_id,sucursal_id,cliente_id,fecha_entrega,cantidad,total_venta,metodo_pago
1981,34,34,114,2024-06-06,2,131.00,t
1982,106,9,22,2024-06-05,1,55.25,t
1983,123,36,35,2024-06-02,3,210.75,t
1984,191,2,99,2024-06-01,2,135.50,t
1985,4,43,110,2024-05-29,1,55.25,t
1986,53,10,185,2024-05-28,3,210.75,t
1987,124,35,50,2024-06-06,2,131.00,t
1988,106,11,25,2024-06-05,1,55.25,t
1989,19,39,135,2024-06-02,3,210.75,t
1990,99,44,171,2024-06-01,2,135.50,t
1991,174,19,91,2024-05-29,1,55.25,t
1992,86,6,82,2024-05-28,3,210.75,t
1993,173,7,165,2024-06-06,2,131.00,t
1994,130,32,177,2024-06-05,1,55.25,t
1995,115,20,19,2024-06-02,3,210.75,t
1996,111,45,41,2024-06-01,2,135.50,t
1997,17,16,131,2024-05-29,1,55.25,t
1998,97,4,69,2024-05-28,3,210.75,t
1999,182,1,87,2024-06-06,2,131.00,t
2000,86,26,18,2024-06-05,1,55.25,t
2001,41,31,19,2024-06-02,3,210.75,t
2002,38,15,45,2024-06-01,2,135.50,t
2003,154,48,80,2024-05-29,1,55.25,t
2004,49,13,123,2024-05-28,3,210.75,t
2005,120,5,3,2024-06-06,2,131.00,t
2006,163,27,67,2024-06-05,1,55.25,t
2007,119,40,88,2024-06-02,3,210.75,t
2008,54,17,100,2024-06-01,2,135.50,t
2009,28,8,9,2024-05-29,1,55.25,t
2010,189,21,27,2024-05-28,3,210.75,t
2011,76,42,79,2024-06-06,2,131.00,t
2012,94,47,66,2024-06-05,1,55.25,t
2013,183,3,73,2024-06-02,3,210.75,t
2014,80,33,53,2024-06-01,2,135.50,t
2015,50,12,55,2024-05-29,1,55.25,t
2016,148,37,23,2024-05-28,3,210.75,t
2017,150,46,84,2024-06-06,2,131.00,t
2018,11,23,69,2024-06-05,1,55.25,t
2019,47,30,125,2024-06-02,3,210.75,t
2020,153,14,82,2024-06-01,2,135.50,t
2021,79,29,4,2024-05-29,1,55.25,t
2022,178,25,123,2024-05-28,3,210.75,t
2023,15,6,47,2024-06-06,2,131.00,t
2024,42,18,57,2024-06-05,1,55.25,t
2025,33,38,134,2024-06-02,3,210.75,t
2026,188,44,177,2024-06-01,2,135.50,t
2027,74,9,97,2024-05-29,1,55.25,t
2028,36,20,153,2024-05-28,3,210.75,t
2029,157,35,34,2024-06-06,2,131.00,t
2030,99,10,118,2024-06-05,1,55.25,t
2031,24,45,24,2024-06-02,3,210.75,t
2032,98,40,155,2024-06-01,2,135.50,t
2033,129,16,18,2024-05-29,1,55.25,t
2034,155,5,7,2024-05-28,3,210.75,t
2035,127,1,62,2024-06-06,2,131.00,t
2036,59,26,150,2024-06-05,1,55.25,t
2037,117,31,4,2024-06-02,3,210.75,t
2038,25,15,25,2024-06-01,2,135.50,t
2039,88,48,34,2024-05-29,1,55.25,t
2040,14,13,108,2024-05-28,3,210.75,t
