Id,producto_id,sucursal_id,cliente_id,fecha_entrega,cantidad,total_venta,metodo_pago
1331,67,6,140,2024-06-07,2,135.50,e
1332,97,36,120,2024-06-06,1,55.25,e
1333,157,2,40,2024-06-03,3,210.75,e
1334,178,25,41,2024-06-02,2,131.00,e
1335,73,10,109,2024-05-30,1,55.25,e
1336,20,45,87,2024-05-29,2,157.50,e
1337,78,21,183,2024-05-26,3,225.75,e
1338,137,4,20,2024-05-25,1,47.25,e
1339,120,31,36,2024-05-22,2,135.50,e
1340,148,16,157,2024-05-21,1,55.25,e
1341,156,3,97,2024-06-08,3,272.25,t
1342,23,39,113,2024-06-07,2,120.00,t
1343,24,11,54,2024-06-04,1,62.75,t
1344,37,28,89,2024-06-03,3,225.75,t
1345,88,43,94,2024-05-31,2,131.00,t
1346,11,8,15,2024-05-30,1,55.25,t
1347,74,22,87,2024-05-27,3,242.25,t
1348,61,3,125,2024-05-26,2,131.00,t
1349,22,38,25,2024-05-23,1,47.25,t
1350,44,13,69,2024-05-22,2,157.50,t
1351,141,48,172,2024-05-19,3,210.75,t
1352,76,7,20,2024-05-18,1,55.25,t
1353,18,36,116,2024-06-07,2,135.50,e
1354,73,17,60,2024-06-06,1,55.25,e
1355,167,44,8,2024-06-03,3,272.25,e
1356,39,14,158,2024-06-02,2,120.00,e
1357,22,30,26,2024-05-31,1,62.75,e
1358,141,46,153,2024-05-30,3,225.75,e
1359,170,22,28,2024-05-27,2,131.00,e
1360,26,2,15,2024-05-26,1,47.25,e
1361,87,37,22,2024-05-23,2,157.50,e
1362,53,12,62,2024-05-22,3,210.75,e
1363,79,42,136,2024-05-19,1,55.25,e
1364,102,7,104,2024-05-18,2,135.50,e
1365,87,32,153,2024-06-07,3,272.25,e
1366,80,9,126,2024-06-06,2,120.00,e
1367,67,23,83,2024-06-03,1,62.75,e
1368,60,49,110,2024-06-02,3,225.75,e
1369,83,14,48,2024-05-30,2,131.00,e
1370,60,19,130,2024-05-29,1,47.25,e
1371,96,4,17,2024-05-26,2,157.50,e
1372,43,29,156,2024-05-25,3,210.75,e
1373,6,15,186,2024-05-22,1,55.25,e
1374,13,41,98,2024-05-21,2,135.50,e
1375,50,48,58,2024-05-18,3,225.75,e
1376,86,5,69,2024-06-07,2,131.00,e
1377,16,10,8,2024-06-06,1,47.25,e
1378,82,34,109,2024-06-03,2,157.50,e
1379,178,1,143,2024-06-02,3,210.75,e
1380,86,26,75,2024-05-31,1,55.25,e
1381,43,11,59,2024-05-30,2,135.50,e
1382,134,37,156,2024-05-27,3,272.25,e
1383,68,7,127,2024-05-26,2,120.00,e
1384,177,33,128,2024-05-23,1,62.75,e
1385,110,20,99,2024-05-22,3,225.75,e
1386,66,42,44,2024-05-19,2,131.00,e
1387,19,16,71,2024-05-18,1,47.25,e
