Id,producto_id,sucursal_id,cliente_id,fecha_entrega,cantidad,total_venta,metodo_pago
297,60,32,112,2024-05-10,2,150.00,t
298,193,18,78,2024-05-17,1,45.50,e
299,101,37,191,2024-05-12,3,210.75,t
300,20,44,10,2024-05-08,2,90.00,e
301,129,10,198,2024-05-13,1,30.25,t
302,72,27,33,2024-05-12,2,120.00,e
303,155,14,166,2024-05-09,1,85.00,t
304,43,40,129,2024-05-17,3,180.50,e
305,28,25,44,2024-05-16,1,55.75,t
306,200,4,77,2024-05-13,2,95.00,e
307,91,47,13,2024-05-18,1,60.00,t
308,168,22,112,2024-05-15,2,110.25,e
309,60,39,145,2024-05-20,1,40.50,t
310,15,13,10,2024-05-17,3,270.00,e
311,181,30,69,2024-05-10,2,115.75,t
312,137,5,122,2024-05-13,1,75.00,e
313,32,24,188,2024-05-20,2,135.50,t
314,81,3,95,2024-05-17,1,50.25,e
315,186,50,154,2024-05-15,3,205.00,t
316,11,8,31,2024-05-14,1,45.50,e
317,154,35,22,2024-05-11,2,120.75,t
318,41,46,110,2024-05-08,1,65.00,e
319,58,2,77,2024-05-07,3,255.25,t
320,121,29,155,2024-05-14,2,105.00,e
321,190,16,199,2024-05-17,1,55.75,t
322,96,42,66,2024-05-20,3,180.00,e
323,148,44,37,2024-05-17,2,120.25,t
324,25,7,53,2024-05-16,1,65.00,e
325,188,23,133,2024-05-13,3,255.25,t
326,77,19,101,2024-05-10,2,105.00,e
327,104,50,155,2024-05-09,1,70.50,t
328,22,10,188,2024-05-12,2,120.75,e
329,175,36,109,2024-05-11,1,60.00,t
330,38,15,37,2024-05-18,3,270.00,e
331,101,41,57,2024-05-15,2,115.75,t
332,118,26,176,2024-05-14,1,50.25,e
333,165,3,23,2024-05-19,2,135.50,t
334,54,48,168,2024-05-16,1,75.00,e
335,7,20,77,2024-05-15,3,180.00,t
336,134,37,123,2024-05-10,2,120.25,e
337,61,32,112,2024-05-10,2,150.00,t
338,194,18,78,2024-05-17,1,45.50,e
339,102,37,191,2024-05-12,3,210.75,t
340,21,44,10,2024-05-08,2,90.00,e
341,130,10,198,2024-05-13,1,30.25,t
342,73,27,33,2024-05-12,2,120.00,e
343,156,14,166,2024-05-09,1,85.00,t
344,44,40,129,2024-05-17,3,180.50,e
345,29,25,44,2024-05-16,1,55.75,t
346,199,4,77,2024-05-13,2,95.00,e
347,88,47,13,2024-05-18,1,60.00,t
348,169,22,112,2024-05-15,2,110.25,e
349,61,39,145,2024-05-20,1,40.50,t
350,16,13,10,2024-05-17,3,270.00,e
351,182,30,69,2024-05-10,2,115.75,t
352,138,5,122,2024-05-13,1,75.00,e
353,33,24,188,2024-05-20,2,135.50,t
354,82,3,95,2024-05-17,1,50.25,e
355,187,50,154,2024-05-15,3,205.00,t
356,12,8,31,2024-05-14,1,45.50,e
357,153,35,22,2024-05-11,2,120.75,t
358,42,46,110,2024-05-08,1,65.00,e
359,59,2,77,2024-05-07,3,255.25,t
360,122,29,155,2024-05-14,2,105.00,e
361,204,16,199,2024-05-17,1,55.75,t
362,97,42,66,2024-05-20,3,180.00,e
363,149,44,37,2024-05-17,2,120.25,t
364,26,7,53,2024-05-16,1,65.00,e
365,189,23,133,2024-05-13,3,255.25,t
366,78,19,101,2024-05-10,2,105.00,e
367,105,50,155,2024-05-09,1,70.50,t
368,23,10,188,2024-05-12,2,120.75,e
369,176,36,109,2024-05-11,1,60.00,t
370,39,15,37,2024-05-18,3,270.00,e
371,98,41,57,2024-05-15,2,115.75,t
372,117,26,176,2024-05-14,1,50.25,e
373,164,3,23,2024-05-19,2,135.50,t
374,55,48,168,2024-05-16,1,75.00,e
