Id,producto_id,sucursal_id,cliente_id,fecha_entrega,cantidad,total_venta,metodo_pago
689,18,32,112,2024-05-15,2,120.00,t
690,199,18,78,2024-05-22,1,60.00,e
691,107,37,191,2024-05-17,3,210.75,t
692,26,44,10,2024-05-13,2,90.00,e
693,137,10,198,2024-05-18,1,30.25,t
694,82,27,33,2024-05-17,2,120.00,e
695,165,14,166,2024-05-14,1,85.00,t
696,53,40,129,2024-05-22,3,180.50,e
697,38,25,44,2024-05-21,1,55.75,t
698,209,4,77,2024-05-18,2,95.00,e
699,101,47,13,2024-05-23,1,60.00,t
700,178,22,112,2024-05-20,2,110.25,e
701,66,39,145,2024-05-25,1,40.50,t
702,26,13,10,2024-05-22,3,270.00,e
703,198,30,69,2024-05-15,2,115.75,t
704,143,5,122,2024-05-18,1,75.00,e
705,42,24,188,2024-05-25,2,135.50,t
706,91,3,95,2024-05-22,1,50.25,e
707,196,50,154,2024-05-20,3,205.00,t
708,21,8,31,2024-05-19,1,45.50,e
709,164,35,22,2024-05-16,2,120.75,t
710,53,46,110,2024-05-13,1,65.00,e
711,66,2,77,2024-05-12,3,255.25,t
712,131,29,155,2024-05-19,2,105.00,e
713,213,16,199,2024-05-22,1,55.75,t
714,106,42,66,2024-05-25,3,180.00,e
715,159,44,37,2024-05-22,2,120.25,t
716,35,7,53,2024-05-21,1,65.00,e
717,198,23,133,2024-05-18,3,255.25,t
718,87,19,101,2024-05-15,2,105.00,e
719,114,50,155,2024-05-14,1,70.50,t
720,32,10,188,2024-05-17,2,120.75,e
721,185,36,109,2024-05-16,1,60.00,t
722,48,15,37,2024-05-23,3,270.00,e
723,110,41,57,2024-05-20,2,115.75,t
724,127,26,176,2024-05-19,1,50.25,e
725,174,3,23,2024-05-24,2,135.50,t
726,63,48,168,2024-05-21,1,75.00,e
727,19,20,77,2024-05-20,3,180.00,t
728,141,37,123,2024-05-15,2,120.25,e
729,66,32,112,2024-05-15,2,150.00,t
730,199,18,78,2024-05-22,1,45.50,e
731,108,37,191,2024-05-17,3,210.75,t
732,27,44,10,2024-05-13,2,90.00,e
733,138,10,198,2024-05-18,1,30.25,t
734,83,27,33,2024-05-17,2,120.00,e
735,166,14,166,2024-05-14,1,85.00,t
736,54,40,129,2024-05-22,3,180.50,e
737,39,25,44,2024-05-21,1,55.75,t
738,210,4,77,2024-05-18,2,95.00,e
739,102,47,13,2024-05-23,1,60.00,t
740,179,22,112,2024-05-20,2,110.25,e
741,67,39,145,2024-05-25,1,40.50,t
742,27,13,10,2024-05-22,3,270.00,e
743,199,30,69,2024-05-15,2,115.75,t
744,144,5,122,2024-05-18,1,75.00,e
745,43,24,188,2024-05-25,2,135.50,t
746,92,3,95,2024-05-22,1,50.25,e
