Id,producto_id,sucursal_id,cliente_id,fecha_entrega,cantidad,total_venta,metodo_pago
1457,74,8,162,2024-06-09,2,135.50,e
1458,95,46,3,2024-06-08,1,55.25,e
1459,48,7,118,2024-06-05,3,210.75,e
1460,33,32,76,2024-06-04,2,131.00,e
1461,66,13,29,2024-06-01,1,55.25,e
1462,43,19,186,2024-05-31,2,157.50,e
1463,160,42,133,2024-05-28,3,225.75,e
1464,50,4,155,2024-05-27,1,47.25,e
1465,140,23,79,2024-05-24,2,135.50,e
1466,99,35,136,2024-05-23,1,55.25,e
1467,77,15,44,2024-06-10,3,272.25,t
1468,10,47,29,2024-06-09,2,120.00,t
1469,147,21,174,2024-06-06,1,62.75,t
1470,148,3,182,2024-06-05,3,225.75,t
1471,103,37,140,2024-06-02,2,131.00,t
1472,115,9,29,2024-06-01,1,55.25,t
1473,134,24,62,2024-05-29,3,242.25,t
1474,66,11,67,2024-05-28,2,131.00,t
1475,162,6,84,2024-05-25,1,47.25,t
1476,19,18,139,2024-05-24,2,157.50,t
1477,138,41,3,2024-05-21,3,210.75,t
1478,22,1,118,2024-05-20,1,55.25,t
1479,143,8,151,2024-06-09,2,135.50,e
1480,66,17,186,2024-06-08,1,55.25,e
1481,58,49,140,2024-06-05,3,272.25,e
1482,115,14,34,2024-06-04,2,120.00,e
1483,54,30,43,2024-06-01,1,62.75,e
1484,13,46,175,2024-05-31,3,225.75,e
1485,99,2,104,2024-05-28,2,131.00,e
1486,60,22,52,2024-05-27,1,47.25,e
1487,126,7,16,2024-05-24,2,157.50,e
1488,157,37,32,2024-05-23,3,210.75,e
1489,149,10,132,2024-05-20,1,55.25,e
1490,47,35,91,2024-05-19,2,135.50,e
1491,86,6,52,2024-06-09,3,272.25,e
1492,98,21,142,2024-06-08,2,120.00,e
1493,75,36,179,2024-06-05,1,62.75,e
1494,50,12,50,2024-06-04,2,131.00,e
1495,30,27,46,2024-06-01,3,225.75,e
1496,176,44,23,2024-05-31,2,131.00,e
1497,74,20,91,2024-05-30,1,47.25,e
1498,151,32,167,2024-05-27,2,157.50,e
1499,60,40,136,2024-05-26,3,210.75,e
1500,45,5,80,2024-05-23,1,55.25,e
1501,111,34,38,2024-05-22,2,135.50,e
1502,15,9,99,2024-05-19,3,272.25,e
1503,133,48,105,2024-06-09,2,120.00,e
1504,167,16,24,2024-06-08,1,62.75,e
1505,72,43,27,2024-06-05,3,225.75,e
1506,76,10,8,2024-06-04,2,131.00,e
1507,95,25,42,2024-06-01,1,47.25,e
1508,11,31,71,2024-05-31,2,157.50,e
1509,57,47,38,2024-05-30,3,210.75,e
1510,31,14,176,2024-05-27,1,55.25,e
1511,63,3,12,2024-05-26,2,135.50,e
