Id,producto_id,sucursal_id,cliente_id,fecha_entrega,cantidad,total_venta,metodo_pago
1851,145,8,54,2024-06-04,2,131.00,t
1852,86,36,59,2024-06-03,1,55.25,t
1853,9,13,183,2024-05-31,3,210.75,t
1854,147,18,146,2024-05-30,2,135.50,t
1855,159,43,103,2024-05-27,1,55.25,t
1856,77,9,86,2024-05-26,3,210.75,t
1857,168,25,113,2024-06-04,2,131.00,t
1858,174,3,34,2024-06-03,1,55.25,t
1859,56,20,140,2024-05-31,3,210.75,t
1860,150,5,19,2024-05-30,2,135.50,t
1861,60,27,77,2024-05-27,1,55.25,t
1862,99,46,38,2024-05-26,3,210.75,t
1863,72,14,2,2024-06-04,2,131.00,t
1864,173,32,150,2024-06-03,1,55.25,t
1865,135,7,189,2024-05-31,3,210.75,t
1866,141,23,108,2024-05-30,2,135.50,t
1867,57,1,79,2024-05-27,1,55.25,t
1868,30,38,121,2024-05-26,3,210.75,t
1869,177,34,18,2024-06-04,2,131.00,t
1870,121,10,69,2024-06-03,1,55.25,t
1871,38,26,93,2024-05-31,3,210.75,t
1872,152,41,179,2024-05-30,2,135.50,t
1873,97,16,88,2024-05-27,1,55.25,t
1874,126,42,14,2024-05-26,3,210.75,t
1875,63,19,130,2024-06-04,2,131.00,t
1876,144,6,62,2024-06-03,1,55.25,t
1877,43,31,192,2024-05-31,3,210.75,t
1878,169,4,53,2024-05-30,2,135.50,t
1879,127,39,156,2024-05-27,1,55.25,t
1880,116,11,115,2024-05-26,3,210.75,t
1881,188,28,176,2024-06-04,2,131.00,t
1882,64,2,46,2024-06-03,1,55.25,t
1883,83,24,116,2024-05-31,3,210.75,t
1884,37,48,27,2024-05-30,2,135.50,t
1885,42,15,52,2024-05-27,1,55.25,t
1886,28,40,178,2024-05-26,3,210.75,t
1887,123,35,117,2024-06-04,2,131.00,t
1888,190,12,151,2024-06-03,1,55.25,t
1889,114,37,84,2024-05-31,3,210.75,t
1890,113,21,9,2024-05-30,2,135.50,t
1891,45,44,155,2024-05-27,1,55.25,t
1892,79,29,81,2024-05-26,3,210.75,t
1893,23,22,144,2024-06-04,2,131.00,t
1894,101,45,118,2024-06-03,1,55.25,t
1895,58,30,180,2024-05-31,3,210.75,t
1896,5,17,92,2024-05-30,2,135.50,t
1897,19,33,41,2024-05-27,1,55.25,t
1898,4,8,191,2024-05-26,3,210.75,t
1899,109,6,7,2024-06-04,2,131.00,t
1900,32,23,30,2024-06-03,1,55.25,t
1901,70,48,130,2024-05-31,3,210.75,t
1902,82,9,4,2024-05-30,2,135.50,t
1903,20,24,93,2024-05-27,1,55.25,t
1904,71,43,15,2024-05-26,3,210.75,t
1905,195,16,129,2024-06-04,2,131.00,t
1906,94,6,113,2024-06-03,1,55.25,t
1907,65,31,107,2024-05-31,3,210.75,t
1908,98,2,87,2024-05-30,2,135.50,t
1909,48,27,56,2024-05-27,1,55.25,t
1910,76,38,99,2024-05-26,3,210.75,t
1911,31,14,71,2024-06-04,2,131.00,t
1912,110,32,192,2024-06-03,1,55.25,t
1913,21,7,12,2024-05-31,3,210.75,t
1914,186,42,168,2024-05-30,2,135.50,t
1915,175,19,103,2024-05-27,1,55.25,t
1916,22,25,62,2024-05-26,3,210.75,t
1917,68,11,130,2024-06-04,2,131.00,t
1918,138,38,139,2024-06-03,1,55.25,t
1919,152,3,124,2024-05-31,3,210.75,t
1920,135,20,31,2024-05-30,2,135.50,t
