Id,producto_id,sucursal_id,cliente_id,fecha_entrega,cantidad,total_venta,metodo_pago
1251,42,15,134,2024-06-06,2,135.50,e
1252,185,17,182,2024-06-05,1,55.25,e
1253,88,37,27,2024-06-02,3,210.75,e
1254,64,13,114,2024-06-01,2,131.00,e
1255,26,41,53,2024-05-29,1,55.25,e
1256,123,5,19,2024-05-28,2,157.50,e
1257,49,24,179,2024-05-25,3,225.75,e
1258,141,8,157,2024-05-24,1,47.25,e
1259,109,33,137,2024-05-21,2,135.50,e
1260,31,18,70,2024-05-20,1,55.25,e
1261,13,3,142,2024-06-08,3,272.25,t
1262,52,47,92,2024-06-07,2,120.00,t
1263,92,6,177,2024-06-04,1,62.75,t
1264,145,22,150,2024-06-03,3,225.75,t
1265,148,38,163,2024-05-31,2,131.00,t
1266,18,43,38,2024-05-30,1,55.25,t
1267,88,21,119,2024-05-27,3,242.25,t
1268,69,2,167,2024-05-26,2,131.00,t
1269,22,27,84,2024-05-23,1,47.25,t
1270,59,11,156,2024-05-22,2,157.50,t
1271,144,46,77,2024-05-19,3,210.75,t
1272,3,7,27,2024-05-18,1,55.25,t
1273,81,36,98,2024-06-07,2,135.50,e
1274,53,16,57,2024-06-06,1,55.25,e
1275,57,25,171,2024-06-03,3,272.25,e
1276,28,12,99,2024-06-02,2,120.00,e
1277,135,30,53,2024-05-31,1,62.75,e
1278,95,43,91,2024-05-30,3,225.75,e
1279,107,19,5,2024-05-27,2,131.00,e
1280,170,1,106,2024-05-26,1,47.25,e
1281,133,35,183,2024-05-23,2,157.50,e
1282,9,10,61,2024-05-22,3,210.75,e
1283,99,39,125,2024-05-19,1,55.25,e
1284,141,4,12,2024-05-18,2,135.50,e
1285,198,31,109,2024-06-06,3,272.25,e
1286,176,7,57,2024-06-05,2,120.00,e
1287,120,28,73,2024-06-02,1,62.75,e
1288,82,44,73,2024-06-01,3,225.75,e
1289,77,9,139,2024-05-29,2,131.00,e
1290,124,26,68,2024-05-28,1,47.25,e
1291,16,14,142,2024-05-25,2,157.50,e
1292,190,40,101,2024-05-24,3,210.75,e
1293,122,32,37,2024-05-21,1,55.25,e
1294,48,20,191,2024-05-20,2,135.50,e
1295,18,2,117,2024-05-17,3,272.25,e
1296,55,5,51,2024-06-08,2,120.00,t
1297,190,23,157,2024-06-07,1,62.75,t
1298,128,48,57,2024-06-04,3,225.75,t
1299,48,14,66,2024-06-03,2,131.00,t
1300,50,29,22,2024-05-31,1,47.25,t
1301,108,10,149,2024-05-30,2,157.50,t
1302,99,35,32,2024-05-27,3,210.75,t
1303,13,4,89,2024-05-26,1,55.25,t
1304,162,20,67,2024-05-23,2,135.50,t
1305,73,37,178,2024-05-22,3,272.25,t
1306,151,11,35,2024-05-19,2,120.00,t
1307,89,3,79,2024-05-18,1,62.75,t
1308,179,38,61,2024-06-07,3,225.75,e
1309,71,15,116,2024-06-06,2,131.00,e
1310,163,19,126,2024-06-03,1,47.25,e
1311,87,34,150,2024-06-02,2,157.50,e
1312,13,24,38,2024-05-30,3,210.75,e
1313,90,9,105,2024-05-29,1,55.25,e
1314,121,2,59,2024-05-26,2,135.50,e
1315,143,27,124,2024-05-25,3,272.25,e
1316,138,22,45,2024-05-22,2,120.00,e
1317,82,41,25,2024-05-21,1,62.75,e
1318,50,18,127,2024-05-18,3,225.75,e
1319,82,5,91,2024-06-07,2,131.00,e
1320,102,10,135,2024-06-06,1,47.25,e
1321,125,26,112,2024-06-03,2,157.50,e
1322,90,30,70,2024-06-02,3,210.75,e
1323,49,12,73,2024-05-30,1,55.25,e
1324,67,42,101,2024-05-29,2,135.50,e
1325,97,7,132,2024-05-26,3,272.25,e
1326,127,1,80,2024-05-25,2,120.00,e
1327,87,33,2,2024-05-23,1,62.75,e
1328,36,21,60,2024-05-22,3,225.75,e
1329,174,37,151,2024-05-19,2,131.00,e
1330,171,44,178,2024-05-18,1,47.25,e
